Time,heart_rate,hour,day_of_week,month,hour_sin,hour_cos,rolling_mean_1h,rolling_std_1h,rolling_median_6h,diff,pct_change,change_1h,hourly_zscore,anomaly_score,anomaly,anomaly_type
2016-04-12 02:30:00,59.25675675675676,2,1,4,0.49999999999999994,0.8660254037844387,61.34538023636235,1.8427281216595615,62.09777777777778,1.1549868452523313,0.019878686088418807,-3.8240943070730324,-0.6901689374280933,0.10949427547140633,0,other
2016-04-12 02:35:00,60.228155339805824,2,1,4,0.49999999999999994,0.8660254037844387,61.130379575903994,1.8067014168381343,62.09217893217893,0.9713985830490657,0.01639304336274372,-2.580007925500297,-0.5023056963058007,0.11573410126147299,0,other
2016-04-12 02:40:00,60.75845410628019,2,1,4,0.49999999999999994,0.8660254037844387,61.018769269945864,1.7827164424211908,62.086580086580085,0.5302987664743668,0.008804831618741016,-1.3393236714975885,-0.3997487780937877,0.12338131999316676,0,other
2016-04-12 02:45:00,60.17777777777778,2,1,4,0.49999999999999994,0.8660254037844387,60.76582452191915,1.6537340418880841,61.70381635907952,-0.5806763285024132,-0.009557128090959655,-3.035336976320586,-0.5120484448001642,0.11402197920941987,0,other
2016-04-12 02:50:00,60.8716814159292,2,1,4,0.49999999999999994,0.8660254037844387,60.66458296603157,1.6019025984196142,61.32105263157895,0.6939036381514256,0.011530895020980036,-1.2148986706508822,-0.3778512277520384,0.11680047855001097,0,other
2016-04-12 02:55:00,59.441767068273094,2,1,4,0.49999999999999994,0.8660254037844387,60.58070723321524,1.640151865944655,61.28813048245614,-1.4299143476561085,-0.023490633319057985,-1.0065087937958737,-0.6543889421007288,0.11479843669214146,0,other
2016-04-12 03:00:00,61.66544117647059,3,1,4,0.7071067811865476,0.7071067811865476,60.660030011321474,1.6699093640752962,61.32105263157895,2.2236741081974927,0.037409286733408154,0.9518733372746055,0.2427191954238666,0.09654069454056163,0,other
2016-04-12 03:05:00,60.81297709923664,3,1,4,0.7071067811865476,0.7071067811865476,60.67222254736896,1.670496251737905,61.28813048245614,-0.8524640772339467,-0.013824016515091686,0.146310432569976,-0.022978661321561584,0.11601361362968698,0,other
2016-04-12 03:10:00,61.08695652173913,3,1,4,0.7071067811865476,0.7071067811865476,60.70345882317046,1.6748090503020663,61.255208333333336,0.2739794225024923,0.004505278898867315,0.37483530961792155,0.06241584068193408,0.11990043093708402,0,other
2016-04-12 03:15:00,61.490421455938694,3,1,4,0.7071067811865476,0.7071067811865476,60.40880096204254,1.0333167109966441,61.28813048245614,0.40346493419956175,0.006604764047394962,-3.5358943335349906,0.18816866845691527,0.11079443313808351,0,other
2016-04-12 03:20:00,60.75,3,1,4,0.7071067811865476,0.7071067811865476,60.38684655247602,1.022039250438821,61.255208333333336,-0.7404214559386944,-0.012041248675929928,-0.26345291479820787,-0.04260750051618652,0.11523917482966689,0,other
2016-04-12 03:25:00,57.79253112033195,3,1,4,0.7071067811865476,0.7071067811865476,60.361076653211654,1.0867438762260375,61.171082427536234,-2.957468879668049,-0.048682615303177745,-0.30923879117247566,-0.964397830108519,0.07906369252834178,0,other
2016-04-12 03:30:00,58.83783783783784,3,1,4,0.7071067811865476,0.7071067811865476,60.32616674330175,1.1312601344959992,61.08695652173913,1.0453067175058877,0.01808722852663114,-0.4189189189189193,-0.6385943600267029,0.1164045729763909,0,other
2016-04-12 03:35:00,60.325892857142854,3,1,4,0.7071067811865476,0.7071067811865476,60.33431153641316,1.1308420916547675,61.079192546583855,1.4880550193050155,0.025290783515978577,0.09773751733703051,-0.17479413675921282,0.10781698020474523,0,other
2016-04-12 03:40:00,61.981735159817354,3,1,4,0.7071067811865476,0.7071067811865476,60.43625162420793,1.2238630529531183,61.08695652173913,1.6558423026745004,0.027448285043964127,1.223281053537164,0.3413023917380112,0.09910382058485878,0,other
2016-04-12 03:45:00,59.266666666666666,3,1,4,0.7071067811865476,0.7071067811865476,60.360325698282,1.2687929763471641,61.079192546583855,-2.7150684931506888,-0.04380433181081489,-0.9111111111111114,-0.5049360584356524,0.09400996775190046,0,other
2016-04-12 03:50:00,58.562231759656655,3,1,4,0.7071067811865476,0.7071067811865476,60.16787156025929,1.3563113675886693,61.07142857142857,-0.7044349070100111,-0.011885853324128393,-2.309449656272548,-0.7244958616082847,0.11382285714881635,0,other
2016-04-12 03:55:00,60.263829787234044,3,1,4,0.7071067811865476,0.7071067811865476,60.23637678683937,1.3369249125433298,61.04244074311339,1.7015980275773899,0.029056236015062797,0.8220627189609502,-0.19413808930595097,0.1042151093569405,0,other
2016-04-12 04:00:00,60.079166666666666,4,1,4,0.8660254037844386,0.5000000000000001,60.10418724435571,1.2589263654557918,61.01345291479821,-0.18466312056737877,-0.0030642446923693223,-1.5862745098039213,-0.03242290350231198,0.12337328025145478,0,other
2016-04-12 04:05:00,60.450819672131146,4,1,4,0.8660254037844386,0.5000000000000001,60.07400745876359,1.2446501033747939,60.988708439381085,0.37165300546448066,0.006186054602363322,-0.3621574271054939,0.09370387076021713,0.12437481796902478,0,other
2016-04-12 04:10:00,62.69879518072289,4,1,4,0.8660254037844386,0.5000000000000001,60.208327347012236,1.4361449493429377,61.01345291479821,2.247975508591743,0.03718684909128034,1.611838658983757,0.8565926281523383,0.08336509196904018,0,other
2016-04-12 04:15:00,60.54112554112554,4,1,4,0.8660254037844386,0.5000000000000001,60.129219354111136,1.3843123632700869,60.988708439381085,-2.1576696395973514,-0.03441325520495386,-0.9492959148131561,0.1243507047310667,0.10548852674025694,0,other
2016-04-12 04:20:00,61.34070796460177,4,1,4,0.8660254037844386,0.5000000000000001,60.17844501782795,1.4184750442110383,61.01345291479821,0.799582423476231,0.013207260623740336,0.5907079646017692,0.39570261187906575,0.11331327213757753,0,other
2016-04-12 04:25:00,59.09704641350211,4,1,4,0.8660254037844386,0.5000000000000001,60.28715462559213,1.260151882291649,60.988708439381085,-2.243661551099656,-0.036577040362729685,1.3045152931701622,-0.36572213059919073,0.10443444206195113,0,other
2016-04-12 04:30:00,57.847457627118644,4,1,4,0.8660254037844386,0.5000000000000001,60.20462294136553,1.3894954930462338,60.96396396396396,-1.2495887863834696,-0.02114469101619898,-0.990380210719195,-0.7897913577111944,0.11496950170873615,0,other
2016-04-12 04:35:00,58.06808510638298,4,1,4,0.8660254037844386,0.5000000000000001,60.01647229546887,1.5184607792215998,60.92397093225823,0.220627479264337,0.0038139529084664225,-2.2578077507598735,-0.7149176667571646,0.12324630968636646,0,other
2016-04-12 04:40:00,58.0929203539823,4,1,4,0.8660254037844386,0.5000000000000001,59.69240439498262,1.4752660288442114,60.88397790055249,0.0248352475993201,0.00042769186471058873,-3.888814805835054,-0.7064894026999462,0.119187224208476,0,other
2016-04-12 04:45:00,57.439655172413794,4,1,4,0.8660254037844386,0.5000000000000001,59.54015343712822,1.6112098957824765,60.87782965824084,-0.6532651815685071,-0.01124517716768092,-1.8270114942528721,-0.9281860629658504,0.11646968684397291,0,other
2016-04-12 04:50:00,57.747747747747745,4,1,4,0.8660254037844386,0.5000000000000001,59.47227976946913,1.6721536451224124,60.8716814159292,0.3080925753339514,0.005363760879294466,-0.8144840119089096,-0.8236296026930696,0.12240211617916813,0,other
2016-04-12 04:55:00,60.05106382978723,4,1,4,0.8660254037844386,0.5000000000000001,59.45454927301523,1.664106177055542,60.849207044598266,2.303316082039487,0.039885816709264166,-0.2127659574468126,-0.04196007960774719,0.09858993576001268,0,other
2016-04-12 05:00:00,58.28632478632478,5,1,4,0.9659258262890683,0.25881904510252074,59.30514578298675,1.6832999997979448,60.82673267326733,-1.7647390434624484,-0.02938730691706881,-1.7928418803418822,-0.851092190127717,0.11109296061450163,0,other
2016-04-12 05:05:00,58.36401673640167,5,1,4,0.9659258262890683,0.25881904510252074,59.13124553834262,1.6618376319202326,60.81985488625199,0.07769195007688978,0.0013329361623279912,-2.086802935729473,-0.8363805363144434,0.11875844362974963,0,other
2016-04-12 05:10:00,57.149193548387096,5,1,4,0.9659258262890683,0.25881904510252074,58.668778735647976,1.314719485477352,60.81297709923664,-1.2148231880145772,-0.020814591865759846,-5.5496016323357935,-1.0664179876684157,0.08590487063685742,0,other
2016-04-12 05:15:00,60.095477386934675,5,1,4,0.9659258262890683,0.25881904510252074,58.63164138946539,1.2622705686131128,60.7966230787663,2.946283838547579,0.051554250473421215,-0.445648154190863,-0.5085132391654172,0.0859478970210038,0,other
2016-04-12 05:20:00,56.55045871559633,5,1,4,0.9659258262890683,0.25881904510252074,58.23245395204828,1.070542307917189,60.780269058295964,-3.5450186713383474,-0.05898977469657418,-4.790249249005441,-1.1797936923231267,0.04343784919341431,0,other
2016-04-12 05:25:00,59.72641509433962,5,1,4,0.9659258262890683,0.25881904510252074,58.284901342118076,1.13048904095928,60.76936158228808,3.175956378743294,0.05616146094792662,0.6293686808375085,-0.5783984290572662,0.08067303933980396,0,other
2016-04-12 05:30:00,57.02994011976048,5,1,4,0.9659258262890683,0.25881904510252074,58.21677488317155,1.182675559981188,60.75845410628019,-2.6964749745791394,-0.0451471090357588,-0.8175175073581613,-1.0889996728528444,0.07814130533632546,0,other
2016-04-12 05:35:00,59.51010101010101,5,1,4,0.9659258262890683,0.25881904510252074,58.33694287514806,1.2381524339725622,60.7542270531401,2.480160890340528,0.04348875143709252,1.4420159037180298,-0.6193594027373485,0.09362518110026757,0,other
2016-04-12 05:40:00,60.380434782608695,5,1,4,0.9659258262890683,0.25881904510252074,58.5275690775336,1.3665978973635742,60.75,0.870333772507685,0.014624975554317299,2.2875144286263946,-0.45455405095429263,0.11359902469942501,0,other
2016-04-12 05:45:00,59.497206703910614,5,1,4,0.9659258262890683,0.25881904510252074,58.699031705158326,1.3466232250718966,60.73178391959799,-0.8832280786980817,-0.014627719755215707,2.05755153149682,-0.621801052981006,0.11570676030218335,0,other
2016-04-12 05:50:00,59.350515463917525,5,1,4,0.9659258262890683,0.25881904510252074,58.832595681505815,1.3229702499335199,60.71356783919598,-0.14669123999308908,-0.0024655147379120113,1.6027677161697795,-0.649578328980416,0.12130608981794094,0,other
2016-04-12 05:55:00,60.045662100456624,5,1,4,0.9659258262890683,0.25881904510252074,58.83214553739493,1.3225188151661724,60.712844525658596,0.6951466365390999,0.011712562748704691,-0.005401729330607452,-0.5179462016351304,0.12165596103733939,0,other
2016-04-12 06:00:00,62.81850533807829,6,1,4,1.0,6.123233995736766e-17,59.20982725004105,1.7352243406585242,60.712844525658596,2.7728432376216645,0.04617891019309073,4.532180551753505,-1.1720585105322994,0.07894870880839044,0,other
2016-04-12 06:05:00,64.328,6,1,4,1.0,6.123233995736766e-17,59.70682585534092,2.248984501057221,60.712844525658596,1.509494661921714,0.024029458418309613,5.96398326359833,-0.9806890894929148,0.09285004873616931,0,other
2016-04-12 06:10:00,63.89873417721519,6,1,4,1.0,6.123233995736766e-17,60.26928757440992,2.390730171504477,60.712844525658596,-0.4292658227848136,-0.006673078951386802,6.749540628828093,-1.0351101842146033,0.09670444563537917,0,other
2016-04-12 06:15:00,65.04477611940298,6,1,4,1.0,6.123233995736766e-17,60.681729135448954,2.7568968498721103,60.712844525658596,1.146041942187793,0.017935283960545778,4.949298732468307,-0.8898182607015248,0.10501777431650233,0,other
2016-04-12 06:20:00,76.83856502242152,6,1,4,1.0,6.123233995736766e-17,62.37240466101772,5.163513853364098,60.712844525658596,11.793788903018537,0.18131800286880262,20.288106306825192,0.605364604906005,-0.030785264075643748,1,sudden_change
2016-04-12 06:25:00,81.78823529411764,6,1,4,1.0,6.123233995736766e-17,64.21088967766589,7.523862166840115,60.712844525658596,4.949670271696121,0.06441648500660846,22.06182019977802,1.2328696621444688,0.041619228382528295,0,other
2016-04-12 06:30:00,85.3,6,1,4,1.0,6.123233995736766e-17,66.56672800101917,9.289673485438877,60.712844525658596,3.5117647058823565,0.042937284234752626,28.270059880239515,1.6780811594383265,0.012103038428640911,0,other
2016-04-12 06:35:00,79.99638989169675,6,1,4,1.0,6.123233995736766e-17,68.27391874115216,9.746161013246292,60.712844525658596,-5.303610108303246,-0.06217596844435225,20.48628888159574,1.0057046208207567,0.016454633905702565,0,other
2016-04-12 06:40:00,77.39016393442623,6,1,4,1.0,6.123233995736766e-17,69.69139617047027,9.730701785987094,60.712844525658596,-2.6062259572705244,-0.03257929465065823,17.00972915181753,0.675294739207977,0.038643295229334906,0,other
2016-04-12 06:45:00,80.87345679012346,6,1,4,1.0,6.123233995736766e-17,71.47275034432134,9.65114424791674,60.712844525658596,3.483292855697229,0.04500950351583022,21.376250086212842,1.1168966566713825,0.04513606333406489,0,other
2016-04-12 06:50:00,82.00550964187327,6,1,4,1.0,6.123233995736766e-17,73.36066652581766,9.272687891472566,60.712844525658596,1.132052851749819,0.01399782940758465,22.65499417795575,1.260415083261607,0.04812813588346454,0,other
2016-04-12 06:55:00,77.89033942558747,6,1,4,1.0,6.123233995736766e-17,74.84772296957856,8.325768866420562,60.712844525658596,-4.115170216285804,-0.05018163089598715,17.844677325130846,0.7387055591175749,0.044269832985308566,0,other
2016-04-12 07:00:00,78.23724489795919,7,1,4,0.9659258262890683,-0.25881904510252063,76.13261793290198,7.443594077297285,60.712844525658596,0.34690547237171643,0.00445376762933658,15.418739559880898,0.5521326081951374,0.07022680583226976,0,other
2016-04-12 07:05:00,72.84,7,1,4,0.9659258262890683,-0.25881904510252063,76.84195126623531,6.570820508057999,60.712844525658596,-5.397244897959183,-0.0689856206592977,8.512,-0.2017365670620688,0.059574996257400425,0,other
2016-04-12 07:10:00,72.53529411764706,7,1,4,0.9659258262890683,-0.25881904510252063,77.56166459460464,5.391382716233094,60.712844525658596,-0.30470588235294827,-0.004183221888426014,8.636559940431866,-0.24429686895096292,0.0920266669884442,0,other
2016-04-12 07:15:00,77.46614583333333,7,1,4,0.9659258262890683,-0.25881904510252063,78.59677873743216,3.695404699092288,60.712844525658596,4.9308517156862735,0.06797865474549236,12.421369713930346,0.44442806136034324,0.08181860420745551,0,other
2016-04-12 07:20:00,81.02352941176471,7,1,4,0.9659258262890683,-0.25881904510252063,78.94552576987742,3.7118297894809076,60.712844525658596,3.5573835784313843,0.04592178351153575,4.184964389343193,0.9413115408110616,0.09683615040088067,0,other
2016-04-12 07:25:00,75.20567375886525,7,1,4,0.9659258262890683,-0.25881904510252063,78.39697897527306,3.739824216110522,60.712844525658596,-5.817855652899468,-0.07180452018243866,-6.582561535252395,0.12869285743888365,0.06914951195131219,0,other
2016-04-12 07:30:00,79.09420289855072,7,1,4,0.9659258262890683,-0.25881904510252063,77.87982921681895,3.067042287120105,60.712844525658596,3.888529139685474,0.051705262985255684,-6.205797101449278,0.6718296449889065,0.0761541364410912,0,other
2016-04-12 07:35:00,80.04566210045662,7,1,4,0.9659258262890683,-0.25881904510252063,77.8839352342156,3.070164830897416,60.712844525658596,0.9514592019059052,0.012029442955841851,0.04927220875987359,0.8047262945559666,0.1047618746863257,0,other
2016-04-12 07:40:00,78.5576923076923,7,1,4,0.9659258262890683,-0.25881904510252063,77.98122926532112,3.071593870132219,60.712844525658596,-1.4879697927643178,-0.01858901224274878,1.1675283732660802,0.5968916341530219,0.10622181520192314,0,other
2016-04-12 07:45:00,77.49223946784923,7,1,4,0.9659258262890683,-0.25881904510252063,77.6994611551316,2.9341715523549863,60.712844525658596,-1.0654528398430756,-0.0135626799686267,-3.3812173222742246,0.4480727332445863,0.10806943201701458,0,other
2016-04-12 07:50:00,79.52051835853132,7,1,4,0.9659258262890683,-0.25881904510252063,77.49237854818644,2.6792567995932806,60.712844525658596,2.0282788906820883,0.026173961478085817,-2.484991283341955,0.7313759672868801,0.09888266218073177,0,other
2016-04-12 07:55:00,83.54968287526427,7,1,4,0.9659258262890683,-0.25881904510252063,77.96399050232617,3.202642883155315,60.73178391959799,4.029164516732948,0.050668237580731024,5.659343449676797,1.294156235485123,0.08111119682247492,0,other
2016-04-12 08:00:00,79.71461187214612,8,1,4,0.8660254037844387,-0.4999999999999998,78.08710441684174,3.2422531249909397,60.7542270531401,-3.835071003118145,-0.045901682342035066,1.4773669741869355,0.567972059803213,0.09240583575543926,0,other
2016-04-12 08:05:00,82.37684210526315,8,1,4,0.8660254037844387,-0.4999999999999998,78.881841258947,2.9988592298872323,60.785715602758415,2.662230233117029,0.03339701681527307,9.536842105263148,1.0235058395551824,0.08777910422204421,0,other
2016-04-12 08:10:00,82.10570824524314,8,1,4,0.8660254037844387,-0.4999999999999998,79.67937576958,2.3627150343361385,60.84232925758292,-0.27113386002001505,-0.003291384484896298,9.57041412759608,0.9771121691140469,0.08343872511608541,0,other
2016-04-12 08:15:00,79.72935779816514,8,1,4,0.8660254037844387,-0.4999999999999998,79.86797676664933,2.257994143796148,60.84232925758292,-2.3763504470779964,-0.02894257290832969,2.263211964831811,0.5704952327924706,0.09346498647764323,0,other
2016-04-12 08:20:00,77.88,8,1,4,0.8660254037844387,-0.4999999999999998,79.6060159823356,2.2938094825872675,60.84232925758292,-1.8493577981651441,-0.02319544330015544,-3.1435294117647175,0.25405192243099795,0.0971422113108315,0,other
2016-04-12 08:25:00,75.96593673965937,8,1,4,0.8660254037844387,-0.4999999999999998,79.66937123073512,2.1682875506593833,60.979318968834164,-1.914063260340626,-0.02457708346610976,0.7602629807941241,-0.07346312898003994,0.09769906348108087,0,other
2016-04-12 08:30:00,72.05418719211822,8,1,4,0.8660254037844387,-0.4999999999999998,79.08270325519908,3.0931924887229414,61.21383224317045,-3.911749547541149,-0.05149346819676548,-7.040015706432499,-0.7428019542506579,0.07406225655623522,0,other
2016-04-12 08:35:00,73.77937649880096,8,1,4,0.8660254037844387,-0.4999999999999998,78.56051278839443,3.426793197983702,61.41556471027023,1.7251893066827364,0.023942943136432415,-6.266285601655667,-0.44760509415763383,0.09990206266590024,0,other
2016-04-12 08:40:00,83.19953051643192,8,1,4,0.8660254037844387,-0.4999999999999998,78.94733263912273,3.6791420714635734,61.57793131620464,9.420154017630963,0.12768004372853503,4.641838208739614,1.1642759190306406,0.027613655760399425,0,other
2016-04-12 08:45:00,80.86117647058823,8,1,4,0.8660254037844387,-0.4999999999999998,79.22807738935099,3.6865436004588976,61.82358816814397,-2.338354045843687,-0.02810537549105352,3.3689370027390027,0.7641605407095428,0.09778516647727603,0,other
2016-04-12 08:50:00,75.39013452914799,8,1,4,0.8660254037844387,-0.4999999999999998,78.88387873690237,3.8461226287414547,62.34026517027012,-5.471041941440248,-0.06765968763056818,-4.130383829383334,-0.17198855104193397,0.0760214751138315,0,other
2016-04-12 08:55:00,76.29977116704805,8,1,4,0.8660254037844387,-0.4999999999999998,78.27971942788436,3.608664246144698,62.75865025940059,0.9096366379000642,0.012065725092297974,-7.249911708216217,-0.01634077471181126,0.10722573929761192,0,other
2016-04-12 09:00:00,74.1280193236715,9,1,4,0.7071067811865476,-0.7071067811865475,77.8141700488448,3.763749300803245,63.358619757646736,-2.171751843376555,-0.028463412277106248,-5.586592548474627,-0.859738329791015,0.09233211569593192,0,other
2016-04-12 09:05:00,76.98477157360406,9,1,4,0.7071067811865476,-0.7071067811865475,77.36483083787321,3.4807386051393028,64.11336708860759,2.856752249932569,0.03853808959145244,-5.392070531659087,-0.4398950543224098,0.09411899605704177,0,other
2016-04-12 09:10:00,78.40852130325814,9,1,4,0.7071067811865476,-0.7071067811865475,77.05673192604114,3.172971442620503,64.6863880597015,1.4237497296540766,0.01849391380336618,-3.697186941984995,-0.23065333587811065,0.11074899962179646,0,other
2016-04-12 09:15:00,74.61306532663316,9,1,4,0.7071067811865476,-0.7071067811865475,76.63037422008013,3.124571711859305,68.5494816557606,-3.7954559766249787,-0.048406167002504885,-5.1162924715319775,-0.7884534283295082,0.10135807294622007,0,other
2016-04-12 09:20:00,74.89448441247002,9,1,4,0.7071067811865476,-0.7071067811865475,76.38158125445264,3.1348685018882363,72.29474065488265,0.28141908583685904,0.003771713232862073,-2.9855155875299744,-0.7470946052884425,0.12608721147847052,0,other
2016-04-12 09:25:00,75.84615384615384,9,1,4,0.7071067811865476,-0.7071067811865475,76.3715993466605,3.136502572358447,72.68764705882353,0.9516694336838185,0.012706802659093519,-0.11978289350552984,-0.607232280086599,0.1300233141093487,0,other
2016-04-12 09:30:00,81.05908096280088,9,1,4,0.7071067811865476,-0.7071067811865475,77.12200716088405,3.086469383206968,73.30968824940048,5.2129271166470375,0.06873027638581286,9.004893770682656,0.15888679638699585,0.09795265333447423,0,other
2016-04-12 09:35:00,90.74817518248175,9,1,4,0.7071067811865476,-0.7071067811865475,78.53607371785746,4.817520017105371,73.95369791123622,9.689094219680868,0.11953126169944284,16.968798683680788,1.5828468382879917,0.012682283108182757,0,other
2016-04-12 09:40:00,92.47413793103448,9,1,4,0.7071067811865476,-0.7071067811865475,79.30895766907435,6.183902120103403,74.37054232515233,1.7259627485527318,0.01901925570494467,9.274607414602556,1.8365033651031117,0.06343019862563948,0,other
2016-04-12 09:45:00,92.66389351081531,9,1,4,0.7071067811865476,-0.7071067811865475,80.2925174224266,7.292482744763987,74.75377486955159,0.18975557978083657,0.0020519853877669636,11.80271704022708,1.8643908391238329,0.05946690849477243,0,other
2016-04-12 09:50:00,85.69615384615385,9,1,4,0.7071067811865476,-0.7071067811865475,81.15135236551042,7.2694760938114955,75.05007908566763,-6.967739664661465,-0.07519368548709016,10.306019317005862,0.8403753181793614,0.0400785289718375,0,other
2016-04-12 09:55:00,84.96380952380953,9,1,4,0.7071067811865476,-0.7071067811865475,81.87335556190722,7.1734335352729985,75.29790414400662,-0.7323443223443178,-0.008545824864661489,8.66403835676148,0.7327461602532123,0.08529057811191287,0,other
2016-04-12 10:00:00,93.1719532554257,10,1,4,0.49999999999999994,-0.8660254037844387,83.46035005622007,7.406907670495374,75.61814418765091,8.208143731616175,0.09660752946012852,19.04393393175421,2.077293051168781,0.023366738743238136,0,other
2016-04-12 10:05:00,95.67521367521367,10,1,4,0.49999999999999994,-0.8660254037844387,85.01788689802085,7.871951461965618,75.90604529290661,2.5032604197879635,0.026867102516627606,18.690442101609605,2.458618613105858,0.038182403154007394,0,other
2016-04-12 10:10:00,92.44703770197486,10,1,4,0.49999999999999994,-0.8660254037844387,86.1877632645806,7.843521110741985,76.1328539533537,-3.2281759732388053,-0.03374098524825264,14.038516398716723,1.9668655348818478,0.038588324056961054,0,other
2016-04-12 10:15:00,96.82876712328768,10,1,4,0.49999999999999994,-0.8660254037844387,88.03907174763513,7.476376559989392,76.56916809473478,4.381729421312812,0.04739718578585905,22.215701796654514,2.634341208060055,0.01382614689820838,0,other
2016-04-12 10:20:00,103.21989528795811,10,1,4,0.49999999999999994,-0.8660254037844387,90.39952265392581,7.42033297778285,76.91166829801278,6.391128164670434,0.06600443602192008,28.32541087548809,3.607911724151731,-0.057967798802805004,1,high_hr
2016-04-12 10:25:00,84.47160493827161,10,1,4,0.49999999999999994,-0.8660254037844387,91.11831024493563,6.199813443597608,77.18746775401515,-18.7482903496865,-0.18163446395080507,8.625451092117771,0.7519554295368654,-0.07867292752511756,1,sudden_change
2016-04-12 10:30:00,81.21782178217822,10,1,4,0.49999999999999994,-0.8660254037844387,91.1315386465504,6.176524708728525,77.42815488387978,-3.253783156093391,-0.03851925340439688,0.15874081937734275,0.2563015692310305,0.07535699448978772,0,other
2016-04-12 10:35:00,82.90072639225181,10,1,4,0.49999999999999994,-0.8660254037844387,90.47758458069791,6.620295681599551,77.47919265059127,1.6829046100735923,0.02072087841246284,-7.847448790229933,0.5126610518681458,0.07533363244164865,0,other
2016-04-12 10:40:00,85.52870813397129,10,1,4,0.49999999999999994,-0.8660254037844387,89.89879876427597,6.732530934193473,77.68611973392461,2.6279817417194806,0.03170034637917363,-6.945429797063184,0.9129856071960503,0.06961019429932697,0,other
2016-04-12 10:45:00,81.9401913875598,10,1,4,0.49999999999999994,-0.8660254037844387,89.00515692067135,7.036962374505585,77.88516971279373,-3.5885167464114858,-0.0419568683393472,-10.723702123255507,0.3663412572798396,0.07448822428513285,0,other
2016-04-12 10:50:00,76.73200992555832,10,1,4,0.49999999999999994,-0.8660254037844387,88.2581449272884,7.849096918868316,77.88516971279373,-5.208181462001491,-0.06356076760143126,-8.964143920595532,-0.4270291435657146,0.05373326606385004,0,other
2016-04-12 10:55:00,74.06870229007633,10,1,4,0.49999999999999994,-0.8660254037844387,87.35021932447728,8.833239067506254,77.88516971279373,-2.663307635481985,-0.03470921246642433,-10.8951072337332,-0.8327349473579947,0.05267927776093306,0,other
2016-04-12 11:00:00,75.76381909547739,11,1,4,0.258819045102521,-0.9659258262890682,85.89954147781492,9.211582266547786,77.88516971279373,1.6951168054010566,0.022885736525563027,-17.408134159948318,-0.574381824527876,0.041844133600043076,0,other
2016-04-12 11:05:00,82.88045977011494,11,1,4,0.258819045102521,-0.9659258262890682,84.83331198572337,8.703680882123468,78.06379216177334,7.1166406746375515,0.09393191578250804,-12.79475390509873,0.7811315288405146,0.017985636623068735,0,other
2016-04-12 11:10:00,82.70533642691416,11,1,4,0.258819045102521,-0.9659258262890682,84.02150354613498,8.377164497835727,78.32288310060866,-0.17512334320078082,-0.0021129629792899784,-9.741701275060706,0.7477756182293239,0.0758529849693464,0,other
2016-04-12 11:15:00,81.26958525345623,11,1,4,0.258819045102521,-0.9659258262890682,82.72490505698234,7.35662210968541,78.48310680547522,-1.4357511734579305,-0.017359837169959258,-15.559181869831448,0.4743067195293513,0.08535453975682122,0,other
2016-04-12 11:20:00,79.96385542168674,11,1,4,0.258819045102521,-0.9659258262890682,80.78690173479308,3.5397388900981546,78.8259476031215,-1.305729831769483,-0.016066648152532004,-23.256039866271365,0.22560311009144207,0.07295003215721774,0,other
2016-04-12 11:25:00,80.32432432432432,11,1,4,0.258819045102521,-0.9659258262890682,80.44129501696413,3.3443422730561645,79.30736062854102,0.360468902637578,0.004507897983865972,-4.147280613947288,0.29426196661354304,0.1280768933353561,0,other
2016-04-12 11:30:00,76.74867724867725,11,1,4,0.258819045102521,-0.9659258262890682,80.06886630583905,3.4954369223575608,79.30736062854102,-3.575647075647069,-0.044515121735848484,-4.469144533500966,-0.38679495048577167,0.12136412709283817,0,other
2016-04-12 11:35:00,75.12903225806451,11,1,4,0.258819045102521,-0.9659258262890682,79.4212251279901,3.640031615591633,79.30736062854102,-1.6196449906127413,-0.02110323003176784,-7.7716941341873,-0.6952902803562244,0.12119259767509799,0,other
2016-04-12 11:40:00,77.43552311435523,11,1,4,0.258819045102521,-0.9659258262890682,78.7467930430221,3.1178589967441885,79.30736062854102,2.306490856290722,0.03070039353585763,-8.093185019616058,-0.2559707617712288,0.11348287791343231,0,other
2016-04-12 11:45:00,87.78193832599119,11,1,4,0.258819045102521,-0.9659258262890682,79.2336052878914,3.994584007420914,79.61756511533872,10.346415211635957,0.1336132926532514,5.841746938431385,1.71472083557862,0.016405537304057582,0,other
2016-04-12 11:50:00,102.7124060150376,11,1,4,0.258819045102521,-0.9659258262890682,81.398638295348,7.770991538837069,79.72198483515564,14.93046768904641,0.1700858738571016,25.980396089479285,4.55854129101681,-0.12251378229738907,1,sudden_change
2016-04-12 11:55:00,98.53171641791045,11,1,4,0.258819045102521,-0.9659258262890682,83.43722280600083,8.812263597814429,79.84660660992594,-4.180689597127156,-0.0407028689067519,24.463014127834114,3.762241346382778,-0.035813042832362196,1,high_hr
2016-04-12 12:00:00,95.17991631799163,12,1,4,1.2246467991473532e-16,-1.0,85.05523090787703,9.054432418786302,79.98012265669175,-3.351800099918819,-0.03401747398474786,19.41609722251424,1.5376998423847397,0.04521918901452415,0,other
2016-04-12 12:05:00,97.73956262425448,12,1,4,1.2246467991473532e-16,-1.0,86.29348947905532,9.721454440427351,80.02102599607669,2.5596463062628487,0.026892714401126394,14.859102854139536,1.848232791285117,0.04674930010306966,0,other
